employment_type,education_level,job_stability_years,family_dependents,monthly_income,district,house_ownership_status,vehicle_ownership,active_bank_accounts,average_monthly_expenses,existing_emi_burden,emergency_savings_availability,utility_bill_payment_regularity,repayment_percent,final_score
Unemployed,12th,12.4,5,32664,Hyderabad,Family,None,4,37879,44235,Yes,Sometimes Late,38.27,191.35
Unemployed,Primary,13.6,4,42084,Adilabad,Family,None,2,37204,28379,Yes,Rarely Paid,48.11,240.55
Retired,10th,19.1,4,79449,Rangareddy,Rent,None,3,56643,22619,Yes,Rarely Paid,75.04,375.2
Trader,Postgraduate,5.5,2,20591,Bhadradri Kothagudem,Family,Car,1,47541,2378,Yes,Always On Time,31.88,159.4
Government,Graduate,19.6,0,50714,Adilabad,Rent,Car,4,55939,43973,No,Regularly Late,74.76,373.8
Student,10th,17.0,5,35437,Karimnagar,Own,2W,1,47454,48061,No,Always On Time,46.55,232.75
Other,Postgraduate,2.7,5,85730,Siddipet,Own,Car,1,4508,43144,Yes,Regularly Late,50.25,251.25
Private,Primary,17.7,4,98570,Warangal,Own,Car,3,49944,32079,No,Always On Time,82.5,412.5
Farmer,Postgraduate,0.4,4,31822,Karimnagar,Family,Car,4,41133,5109,No,Always On Time,23.18,115.9
Other,12th,13.5,2,67342,Medak,Family,None,2,57464,36678,Yes,Regularly Late,67.25,336.25
Private,12th,20.0,0,34284,Rangareddy,Rent,Car,3,35876,49450,Yes,Sometimes Late,67.14,335.7
Private,Graduate,6.6,4,42411,Rangareddy,Family,Car,3,39932,43344,Yes,Sometimes Late,37.77,188.85
Trader,Postgraduate,7.0,0,53547,Kamareddy,Family,None,1,14688,10704,No,Rarely Paid,57.27,286.35
Self-Employed,Primary,18.1,2,64967,Nalgonda,Rent,Car,3,6819,40012,No,Always On Time,72.97,364.85
Trader,10th,8.0,4,104878,Warangal,Rent,Car,3,12997,48008,No,Rarely Paid,68.67,343.35
Retired,Primary,16.4,2,78488,Medchal,Rent,None,2,53322,29112,Yes,Regularly Late,77.18,385.9
Labour,Primary,15.0,0,119687,Karimnagar,Rent,2W,4,26779,36891,No,Always On Time,92.5,462.5
Retired,Postgraduate,13.1,3,62692,Jagtial,Rent,2W,1,13089,18108,Yes,Regularly Late,61.0,305.0
Gig Worker,Primary,10.2,3,114250,Warangal,Rent,None,4,18017,25137,No,Sometimes Late,75.3,376.5
Trader,10th,5.4,5,38058,Adilabad,Own,2W,3,57945,5213,Yes,Always On Time,30.46,152.3
Gig Worker,Primary,6.5,2,87552,Khammam,Rent,None,4,59051,33372,No,Always On Time,66.86,334.3
Unemployed,Primary,8.8,5,20903,Karimnagar,Family,None,2,24507,10157,Yes,Regularly Late,26.98,134.9
Private,12th,16.0,3,116144,Siddipet,Family,2W,1,15133,20406,No,Always On Time,84.0,420.0
Gig Worker,Graduate,0.9,1,102941,Karimnagar,Family,2W,1,17609,35247,No,Regularly Late,68.02,340.1
Student,10th,5.4,3,79735,Khammam,Rent,2W,2,6111,15741,No,Regularly Late,57.97,289.85
Self-Employed,12th,3.3,4,40097,Mahbubnagar,Rent,Car,2,57403,23013,Yes,Rarely Paid,31.67,158.35
Unemployed,10th,15.5,4,43707,Hyderabad,Rent,Car,1,8032,18908,Yes,Rarely Paid,51.77,258.85
Unemployed,Postgraduate,6.8,1,13829,Jagtial,Own,Car,2,35871,23212,No,Always On Time,33.78,168.9
Labour,Primary,3.8,2,17442,Mancherial,Rent,None,4,48860,32702,No,Regularly Late,27.75,138.75
Retired,Primary,9.4,4,28758,Mancherial,Own,2W,3,54544,44658,No,Rarely Paid,35.15,175.75
Private,Postgraduate,15.5,5,101299,Bhadradri Kothagudem,Family,2W,3,32404,578,Yes,Sometimes Late,76.58,382.9
Other,12th,15.6,3,16939,Khammam,Own,2W,4,22399,8623,Yes,Rarely Paid,41.87,209.35
Gig Worker,12th,2.4,2,102621,Mahabubabad,Family,Car,4,44572,33372,No,Regularly Late,66.93,334.65
Retired,Postgraduate,18.9,5,66542,Bhadradri Kothagudem,Rent,2W,2,39987,33588,No,Always On Time,64.95,324.75
Unemployed,12th,6.0,5,45694,Mancherial,Own,2W,1,13991,24054,No,Rarely Paid,35.18,175.9
Unemployed,Primary,1.1,0,50298,Nalgonda,Rent,2W,1,53622,40971,No,Always On Time,46.8,234.0
Other,10th,12.1,2,37428,Adilabad,Family,Car,1,50672,39679,No,Regularly Late,50.2,251.0
Unemployed,12th,2.3,1,43528,Jagtial,Family,2W,4,40488,15479,Yes,Regularly Late,41.88,209.4
Student,Graduate,4.4,0,56715,Rangareddy,Family,2W,4,25043,43170,No,Sometimes Late,54.96,274.8
Gig Worker,Graduate,5.1,4,83655,Jagtial,Rent,Car,2,39616,41480,No,Regularly Late,56.14,280.7
Private,12th,1.0,5,92509,Adilabad,Rent,2W,2,54496,12857,No,Always On Time,51.09,255.45
Unemployed,Primary,15.9,4,15994,Rangareddy,Rent,None,3,59161,10013,Yes,Always On Time,38.51,192.55
Self-Employed,Primary,8.8,1,59708,Mahbubnagar,Rent,None,3,49803,31115,No,Sometimes Late,59.72,298.6
Labour,Graduate,17.1,2,38004,Khammam,Own,2W,4,9949,45810,Yes,Rarely Paid,57.99,289.95
Self-Employed,12th,10.7,5,28333,Mancherial,Rent,None,3,11050,30373,No,Sometimes Late,33.55,167.75
Unemployed,Graduate,19.6,0,25104,Khammam,Family,Car,3,14171,5002,No,Sometimes Late,61.95,309.75
Self-Employed,12th,4.0,4,66532,Warangal,Own,Car,1,27371,34058,No,Rarely Paid,45.93,229.65
Other,Postgraduate,9.9,5,117841,Medchal,Family,2W,3,14155,14748,Yes,Rarely Paid,68.18,340.9
Labour,10th,1.4,2,29506,Nizamabad,Rent,Car,3,16643,2747,No,Rarely Paid,30.19,150.95
Trader,Primary,4.2,4,8424,Nalgonda,Own,None,1,3391,28844,No,Sometimes Late,17.18,85.9
Self-Employed,12th,18.8,5,77137,Warangal,Own,None,3,47355,28668,Yes,Sometimes Late,70.1,350.5
Trader,12th,7.9,2,73986,Rangareddy,Family,2W,2,34214,30671,Yes,Always On Time,62.18,310.9
Other,Primary,8.9,5,113344,Mahabubabad,Rent,Car,1,51078,25289,Yes,Always On Time,66.68,333.4
Self-Employed,Graduate,7.1,0,49362,Adilabad,Family,2W,4,50454,5277,Yes,Always On Time,55.33,276.65
Self-Employed,Postgraduate,3.6,4,113113,Hyderabad,Family,Car,3,13967,1641,Yes,Rarely Paid,62.07,310.35
Farmer,Graduate,5.2,0,43648,Karimnagar,Rent,Car,2,35848,10844,Yes,Rarely Paid,49.62,248.1
Labour,12th,18.4,1,102405,Khammam,Rent,None,1,30335,30247,Yes,Always On Time,94.27,471.35
Self-Employed,Graduate,18.2,4,85839,Nalgonda,Family,Car,2,37181,28452,Yes,Sometimes Late,76.89,384.45
Retired,10th,17.1,5,95923,Adilabad,Family,None,4,28631,38600,No,Always On Time,76.94,384.7
Unemployed,Primary,17.5,5,13961,Medak,Rent,Car,4,55481,20453,Yes,Regularly Late,36.56,182.8
Gig Worker,Graduate,1.8,0,19054,Khammam,Own,Car,4,4259,42786,Yes,Sometimes Late,32.23,161.15
Self-Employed,Primary,17.8,0,97390,Medchal,Family,2W,1,30131,15575,Yes,Regularly Late,95.4,477.0
Private,Postgraduate,19.9,1,91032,Nizamabad,Rent,None,2,55699,16583,No,Regularly Late,92.03,460.15
Labour,Postgraduate,18.5,1,87391,Siddipet,Own,2W,1,11424,36430,No,Always On Time,88.11,440.55
Labour,10th,3.5,4,112924,Warangal,Rent,2W,3,17808,42534,Yes,Regularly Late,61.92,309.6
Farmer,12th,3.6,4,14048,Bhadradri Kothagudem,Own,Car,4,45081,9665,Yes,Sometimes Late,19.09,95.45
Self-Employed,12th,19.1,2,77288,Khammam,Family,None,3,29100,21807,No,Rarely Paid,80.63,403.15
Other,Primary,6.8,0,85694,Jagtial,Own,Car,3,39563,34210,No,Regularly Late,73.05,365.25
Labour,Postgraduate,10.4,1,37999,Hyderabad,Rent,Car,2,5598,20333,Yes,Regularly Late,51.27,256.35
Unemployed,Primary,19.0,4,52163,Siddipet,Rent,2W,4,6931,30068,Yes,Sometimes Late,61.25,306.25
Self-Employed,Postgraduate,7.0,2,27986,Nalgonda,Family,2W,3,44000,1427,Yes,Always On Time,37.83,189.15
Student,Graduate,2.8,1,49224,Rangareddy,Rent,None,4,7875,27423,No,Rarely Paid,45.48,227.4
Trader,12th,10.9,5,79616,Mahbubnagar,Own,2W,4,57049,43347,Yes,Regularly Late,59.49,297.45
Self-Employed,Postgraduate,6.2,5,103865,Bhadradri Kothagudem,Rent,None,2,26017,1672,No,Regularly Late,62.63,313.15
Trader,Primary,18.7,5,45920,Adilabad,Family,2W,4,57137,38580,No,Always On Time,54.34,271.7
Other,Primary,9.5,4,16066,Warangal,Family,2W,3,51917,17288,No,Rarely Paid,28.95,144.75
Government,12th,11.3,2,71612,Adilabad,Family,Car,4,46589,8093,Yes,Regularly Late,66.09,330.45
Private,Postgraduate,12.7,3,116282,Mahbubnagar,Rent,2W,1,13364,24551,Yes,Sometimes Late,79.05,395.25
Trader,Graduate,7.1,4,85814,Rangareddy,Family,None,1,45531,33132,Yes,Sometimes Late,60.22,301.1
Farmer,Primary,1.7,5,37806,Rangareddy,Own,None,4,21384,33144,No,Rarely Paid,24.79,123.95
Private,10th,9.8,1,27383,Kamareddy,Rent,None,2,48135,17877,Yes,Rarely Paid,45.06,225.3
Labour,Postgraduate,4.2,5,9861,Rangareddy,Own,None,1,40034,26925,No,Regularly Late,14.56,72.8
Farmer,Primary,0.3,3,52735,Mancherial,Own,None,2,27230,12417,Yes,Regularly Late,36.82,184.1
Trader,Graduate,15.9,2,64389,Khammam,Rent,None,1,55843,33945,No,Always On Time,69.38,346.9
Student,Primary,10.7,5,90573,Siddipet,Own,Car,2,28339,22874,Yes,Rarely Paid,64.67,323.35
Gig Worker,10th,19.8,4,47977,Jagtial,Rent,2W,2,42851,8221,Yes,Sometimes Late,60.36,301.8
Other,Graduate,11.1,4,98119,Nalgonda,Own,Car,4,10613,26511,Yes,Rarely Paid,72.38,361.9
Gig Worker,Primary,18.0,1,114665,Rangareddy,Rent,2W,1,11504,29588,No,Always On Time,93.67,468.35
Labour,12th,11.4,0,23532,Nalgonda,Family,Car,2,59406,27618,Yes,Sometimes Late,48.87,244.35
Student,Primary,16.5,0,119612,Khammam,Rent,None,2,14482,42654,Yes,Rarely Paid,94.75,473.75
Self-Employed,Primary,2.0,4,76584,Mancherial,Rent,None,3,25309,29889,Yes,Sometimes Late,47.96,239.8
Government,Postgraduate,11.9,3,46298,Siddipet,Own,None,4,57252,5738,Yes,Sometimes Late,51.0,255.0
Labour,Primary,20.0,0,116100,Siddipet,Family,None,4,17597,31220,Yes,Regularly Late,100.0,500.0
Trader,Primary,18.6,5,62324,Kamareddy,Rent,Car,3,58916,11746,Yes,Rarely Paid,62.4,312.0
Student,Postgraduate,10.3,3,23108,Karimnagar,Family,Car,1,28985,16939,Yes,Rarely Paid,37.0,185.0
Gig Worker,Primary,15.4,3,32374,Mahbubnagar,Own,2W,4,36977,32164,Yes,Always On Time,49.29,246.45
Self-Employed,10th,14.6,5,58362,Hyderabad,Rent,None,1,31716,13658,No,Regularly Late,54.41,272.05
Private,12th,1.4,5,116357,Rangareddy,Own,2W,4,54326,16374,Yes,Regularly Late,55.43,277.15
Trader,10th,11.9,1,105196,Khammam,Rent,None,1,49573,45140,No,Sometimes Late,84.52,422.6
Gig Worker,10th,6.4,5,108227,Mancherial,Family,Car,2,57632,25804,Yes,Always On Time,62.93,314.65
Self-Employed,Graduate,10.9,1,19308,Hyderabad,Rent,Car,2,27649,29223,Yes,Rarely Paid,42.67,213.35
Student,10th,7.1,4,50634,Nizamabad,Rent,None,1,26057,12751,Yes,Regularly Late,42.63,213.15
Retired,Postgraduate,1.0,0,31954,Karimnagar,Rent,Car,3,38700,32904,Yes,Regularly Late,37.48,187.4
Student,Postgraduate,15.4,3,22933,Medchal,Rent,Car,1,58791,35709,Yes,Regularly Late,44.57,222.85
Private,Primary,6.4,5,118103,Nalgonda,Rent,None,1,33073,22273,No,Regularly Late,62.93,314.65
Trader,10th,19.2,3,70132,Medak,Family,None,4,14237,17024,Yes,Rarely Paid,73.87,369.35
Unemployed,Postgraduate,2.4,3,35443,Medak,Rent,Car,1,42869,36064,No,Regularly Late,31.32,156.6
Labour,12th,7.0,4,76876,Mahbubnagar,Own,2W,4,51845,39038,No,Rarely Paid,55.6,278.0
Gig Worker,Primary,14.5,0,24365,Bhadradri Kothagudem,Own,Car,3,18358,49900,Yes,Regularly Late,53.93,269.65
Other,Primary,7.6,4,39169,Nalgonda,Family,Car,2,36846,11378,Yes,Sometimes Late,37.65,188.25
Trader,Postgraduate,18.1,4,93468,Medchal,Family,None,4,51977,41862,Yes,Sometimes Late,80.55,402.75
Farmer,10th,2.4,4,14485,Siddipet,Family,Car,2,8234,26532,Yes,Regularly Late,17.51,87.55
Self-Employed,12th,19.4,5,41004,Bhadradri Kothagudem,Rent,2W,1,47819,789,Yes,Always On Time,52.94,264.7
Other,10th,14.9,5,27954,Nalgonda,Rent,None,3,46899,5259,No,Always On Time,39.66,198.3
Private,Postgraduate,6.7,1,39556,Hyderabad,Own,2W,4,59476,27481,Yes,Rarely Paid,46.49,232.45
Trader,Primary,13.4,1,113128,Rangareddy,Own,None,3,57524,49370,No,Always On Time,86.77,433.85
Labour,10th,7.2,0,94182,Warangal,Family,Car,1,48745,28837,No,Always On Time,77.89,389.45
Labour,Graduate,7.3,3,15536,Medak,Rent,2W,4,44043,12686,No,Sometimes Late,28.72,143.6
Private,Postgraduate,18.5,1,55939,Medchal,Own,2W,2,46959,2938,No,Regularly Late,72.39,361.95
Government,Postgraduate,7.0,3,80638,Mancherial,Rent,Car,4,11830,29522,Yes,Regularly Late,60.82,304.1
Other,Graduate,13.6,1,34741,Warangal,Family,None,4,51860,23201,Yes,Rarely Paid,54.44,272.2
Gig Worker,Graduate,4.2,2,8979,Mahabubabad,Rent,2W,3,17353,3340,No,Regularly Late,24.12,120.6
Gig Worker,10th,8.1,3,23005,Hyderabad,Family,2W,3,59748,35402,Yes,Always On Time,33.65,168.25
Trader,Postgraduate,3.7,2,80666,Mahbubnagar,Rent,2W,4,42021,829,Yes,Regularly Late,59.22,296.1
Private,12th,17.2,1,29849,Nizamabad,Own,Car,1,6418,9779,No,Rarely Paid,57.39,286.95
Government,Postgraduate,19.4,4,83840,Mancherial,Rent,None,1,40495,42894,Yes,Sometimes Late,77.69,388.45
Government,Primary,14.5,5,94953,Khammam,Family,2W,4,54948,369,Yes,Rarely Paid,72.56,362.8
Gig Worker,12th,7.3,4,70246,Bhadradri Kothagudem,Family,2W,1,14411,6414,No,Always On Time,52.74,263.7
Student,10th,7.5,1,33883,Nalgonda,Rent,None,4,16108,25001,Yes,Rarely Paid,44.86,224.3
Other,10th,17.7,1,113126,Nalgonda,Family,None,4,55644,19940,Yes,Always On Time,93.22,466.1
Private,Postgraduate,3.1,2,107104,Mancherial,Family,2W,3,38832,9588,Yes,Always On Time,67.98,339.9
Unemployed,Primary,17.8,0,97950,Mahbubnagar,Own,None,1,19984,46708,No,Sometimes Late,95.67,478.35
Student,Postgraduate,3.9,2,18480,Karimnagar,Rent,None,1,48543,3239,No,Rarely Paid,28.42,142.1
Trader,Postgraduate,6.9,5,11510,Mancherial,Family,2W,2,16869,49966,No,Regularly Late,19.44,97.2
Self-Employed,12th,7.5,4,102255,Mahabubabad,Own,Car,2,14918,49421,Yes,Always On Time,67.92,339.6
Other,12th,7.7,1,86466,Medak,Own,Car,2,50254,17144,Yes,Regularly Late,71.45,357.25
Student,Postgraduate,3.0,2,114877,Khammam,Rent,2W,2,45524,588,Yes,Rarely Paid,67.83,339.15
Private,Postgraduate,9.5,4,76738,Siddipet,Rent,None,2,10961,40031,No,Rarely Paid,59.29,296.45
Gig Worker,Graduate,13.4,1,23117,Mahabubabad,Rent,2W,4,53131,14075,No,Always On Time,48.33,241.65
Other,10th,17.9,0,15736,Khammam,Family,Car,3,55390,37327,Yes,Sometimes Late,54.72,273.6
Self-Employed,Postgraduate,6.7,1,111794,Bhadradri Kothagudem,Own,None,4,31876,45601,No,Always On Time,76.72,383.6
Gig Worker,Graduate,4.2,4,75997,Khammam,Family,None,2,39264,8568,No,Regularly Late,50.97,254.85
Government,Graduate,6.9,5,104345,Adilabad,Rent,None,1,16608,36243,No,Rarely Paid,63.68,318.4
Private,Primary,8.3,0,113820,Bhadradri Kothagudem,Own,2W,3,8413,49578,Yes,Regularly Late,82.45,412.25
Private,12th,4.3,4,86222,Adilabad,Rent,None,2,48266,5506,Yes,Sometimes Late,56.23,281.15
Labour,Postgraduate,1.6,3,24967,Mancherial,Family,None,2,42598,17794,No,Regularly Late,24.88,124.4
Private,10th,16.0,5,78887,Karimnagar,Family,2W,4,28191,30392,Yes,Always On Time,66.78,333.9
Labour,Primary,5.0,3,14875,Hyderabad,Rent,Car,2,17098,34492,No,Sometimes Late,24.94,124.7
Retired,10th,9.1,4,97797,Siddipet,Rent,Car,4,43169,16978,No,Sometimes Late,69.22,346.1
Retired,Graduate,4.2,5,48061,Rangareddy,Own,2W,1,42133,37632,No,Always On Time,33.66,168.3
Student,Postgraduate,11.7,5,108365,Medchal,Rent,None,1,59327,31663,Yes,Sometimes Late,70.88,354.4
Self-Employed,12th,11.4,5,36895,Khammam,Rent,2W,1,41625,17298,No,Rarely Paid,38.88,194.4
Private,Postgraduate,0.2,5,80342,Rangareddy,Family,2W,2,54971,288,Yes,Regularly Late,43.8,219.0
Unemployed,12th,0.4,4,26081,Rangareddy,Family,None,3,34653,48144,No,Always On Time,20.31,101.55
Private,Primary,3.6,4,9925,Mancherial,Family,Car,3,27103,44184,Yes,Sometimes Late,17.03,85.15
Student,Postgraduate,8.3,5,96366,Medchal,Rent,2W,4,12466,45045,Yes,Sometimes Late,63.97,319.85
Student,Graduate,2.4,1,89779,Bhadradri Kothagudem,Rent,Car,2,54438,29794,Yes,Always On Time,65.16,325.8
Trader,12th,0.4,0,58195,Mahbubnagar,Own,None,1,31766,24148,Yes,Sometimes Late,49.7,248.5
Student,Primary,0.1,0,86961,Mancherial,Rent,Car,3,16265,39288,No,Sometimes Late,63.63,318.15
Government,Postgraduate,6.0,5,89461,Medak,Rent,None,3,19953,44436,Yes,Sometimes Late,57.06,285.3
Other,Graduate,5.5,3,35162,Khammam,Own,Car,3,9086,43615,Yes,Always On Time,35.83,179.15
Labour,Graduate,2.4,1,21230,Medchal,Own,2W,4,41973,38097,Yes,Always On Time,30.88,154.4
Retired,Primary,18.2,0,102231,Adilabad,Family,2W,2,54612,675,No,Rarely Paid,97.3,486.5
Gig Worker,10th,18.6,4,95745,Karimnagar,Own,2W,3,15564,30534,Yes,Regularly Late,82.44,412.2
Gig Worker,Graduate,8.5,2,62142,Kamareddy,Own,Car,3,14727,29382,Yes,Sometimes Late,57.15,285.75
Gig Worker,10th,12.3,1,56210,Medchal,Family,2W,2,41639,14711,Yes,Sometimes Late,63.22,316.1
Self-Employed,Primary,2.1,4,92750,Mancherial,Family,2W,4,10544,21107,No,Rarely Paid,56.19,280.95
Unemployed,Postgraduate,4.3,3,8549,Bhadradri Kothagudem,Rent,2W,3,24225,25400,Yes,Sometimes Late,20.72,103.6
Unemployed,Postgraduate,17.3,0,64158,Bhadradri Kothagudem,Family,2W,3,51469,27647,No,Rarely Paid,78.03,390.15
Student,12th,4.6,3,48755,Jagtial,Family,2W,4,50903,26504,No,Regularly Late,41.28,206.4
Government,Postgraduate,9.2,3,96482,Hyderabad,Rent,Car,4,26935,2461,No,Sometimes Late,72.04,360.2
Farmer,10th,10.5,0,73271,Medak,Family,None,2,8253,34557,No,Always On Time,72.39,361.95
Other,Graduate,16.0,1,62137,Karimnagar,Own,None,4,40701,48112,No,Sometimes Late,71.74,358.7
Student,Postgraduate,10.7,2,117837,Karimnagar,Own,2W,4,34525,36888,Yes,Always On Time,79.38,396.9
Other,12th,15.8,2,63577,Khammam,Family,2W,4,59847,40680,No,Always On Time,68.82,344.1
Other,Graduate,1.8,1,74296,Jagtial,Family,None,2,8161,32281,Yes,Regularly Late,56.51,282.55
Labour,Postgraduate,19.1,3,89882,Khammam,Rent,None,2,34520,1855,No,Always On Time,83.59,417.95
Trader,Postgraduate,17.9,0,100856,Khammam,Rent,None,3,47031,39422,No,Regularly Late,96.85,484.25
Private,10th,7.9,1,70711,Nizamabad,Own,None,3,40260,29946,No,Rarely Paid,63.87,319.35
Self-Employed,Graduate,14.6,5,43276,Adilabad,Own,2W,2,13060,44145,Yes,Regularly Late,46.87,234.35
Trader,12th,13.3,5,9881,Rangareddy,Family,Car,2,55364,30511,No,Sometimes Late,28.22,141.1
Trader,10th,18.4,4,17785,Warangal,Rent,Car,3,29015,15489,Yes,Always On Time,43.16,215.8
Farmer,Postgraduate,3.5,3,111331,Mancherial,Rent,Car,3,9498,40566,No,Sometimes Late,65.25,326.25
Student,10th,19.7,1,55966,Bhadradri Kothagudem,Own,2W,1,45677,28969,Yes,Regularly Late,74.2,371.0
Student,10th,15.1,5,86123,Warangal,Rent,2W,2,48484,621,Yes,Rarely Paid,69.04,345.2
Student,Primary,8.1,0,61669,Warangal,Family,2W,2,59384,47577,Yes,Regularly Late,62.98,314.9
Government,Primary,8.3,2,103264,Nalgonda,Own,Car,2,36612,14160,No,Regularly Late,75.78,378.9
Other,Primary,1.4,1,33927,Hyderabad,Own,2W,2,32294,4343,Yes,Regularly Late,35.73,178.65
Unemployed,Graduate,6.7,5,103326,Nizamabad,Rent,2W,1,57080,8827,No,Regularly Late,63.38,316.9
Gig Worker,Graduate,8.9,0,36390,Bhadradri Kothagudem,Rent,2W,4,47002,7700,No,Always On Time,51.54,257.7
Unemployed,Primary,8.5,3,98118,Warangal,Own,Car,3,26692,43176,No,Always On Time,71.81,359.05
Retired,Graduate,5.3,0,105479,Khammam,Own,Car,4,15466,47812,Yes,Regularly Late,77.95,389.75
Student,Graduate,9.4,4,90187,Warangal,Own,None,3,16615,8510,Yes,Rarely Paid,65.86,329.3
Government,10th,17.4,1,8592,Karimnagar,Rent,None,2,54385,9687,Yes,Rarely Paid,47.06,235.3
Other,Postgraduate,1.1,0,74201,Warangal,Family,None,3,10725,18881,No,Regularly Late,58.75,293.75
Government,Graduate,4.1,0,86312,Kamareddy,Rent,None,4,36407,35654,No,Always On Time,69.31,346.55
Gig Worker,Primary,1.3,3,115298,Mancherial,Own,None,3,10099,4081,No,Rarely Paid,61.95,309.75
Private,12th,7.7,5,42042,Nizamabad,Rent,Car,2,42986,26971,No,Rarely Paid,35.9,179.5
Gig Worker,12th,2.7,5,89058,Nalgonda,Own,None,4,22878,39113,No,Regularly Late,51.91,259.55
Private,Primary,6.3,2,36671,Nalgonda,Own,None,1,7232,14733,Yes,Sometimes Late,41.12,205.6
Farmer,Postgraduate,1.4,4,104170,Mahbubnagar,Rent,2W,4,8977,36971,Yes,Regularly Late,58.77,293.85
Student,10th,10.1,5,71802,Karimnagar,Family,Car,2,18633,3184,No,Rarely Paid,54.38,271.9
Student,10th,16.1,4,25366,Medak,Rent,Car,2,35467,28234,Yes,Regularly Late,43.5,217.5
Farmer,10th,2.1,0,44193,Hyderabad,Family,Car,2,46990,18506,No,Rarely Paid,45.25,226.25
Government,10th,17.0,2,118313,Karimnagar,Rent,2W,1,8294,7631,Yes,Rarely Paid,88.83,444.15
Trader,Primary,19.6,3,100805,Nizamabad,Family,2W,4,58255,38992,Yes,Regularly Late,89.4,447.0
Gig Worker,Primary,7.6,3,66235,Khammam,Family,Car,2,6054,28890,Yes,Rarely Paid,54.52,272.6
Other,Primary,2.1,0,29250,Nalgonda,Family,2W,2,26233,29235,Yes,Always On Time,37.78,188.9
Unemployed,10th,16.2,3,45811,Khammam,Own,None,4,26679,6376,Yes,Always On Time,57.21,286.05
Gig Worker,Primary,7.6,2,81013,Mahbubnagar,Rent,2W,4,3296,5031,No,Regularly Late,65.24,326.2
Labour,Graduate,0.9,1,13544,Karimnagar,Family,Car,1,32487,3836,Yes,Rarely Paid,24.79,123.95
Retired,Graduate,8.4,1,18935,Medchal,Own,2W,1,22026,40931,Yes,Always On Time,38.73,193.65
Farmer,Postgraduate,6.3,1,82390,Rangareddy,Family,Car,3,14911,19011,No,Regularly Late,67.31,336.55
Self-Employed,12th,13.1,2,23821,Bhadradri Kothagudem,Own,Car,4,36086,1017,Yes,Regularly Late,44.89,224.45
Gig Worker,Graduate,18.6,4,66137,Karimnagar,Rent,Car,1,26576,42071,No,Regularly Late,67.64,338.2
Government,Primary,3.9,5,13754,Rangareddy,Family,2W,2,41256,36318,No,Rarely Paid,16.06,80.3
Labour,12th,3.9,1,90814,Warangal,Rent,Car,1,3829,38980,No,Rarely Paid,67.92,339.6
Trader,12th,11.0,1,84196,Warangal,Family,2W,4,56886,26571,No,Always On Time,75.26,376.3
Retired,Postgraduate,12.6,2,32627,Jagtial,Family,Car,2,46325,29399,Yes,Always On Time,48.55,242.75
Trader,12th,7.1,5,57550,Mahbubnagar,Own,None,1,13970,15143,No,Rarely Paid,42.76,213.8
Unemployed,Postgraduate,0.6,0,108168,Nizamabad,Family,None,4,32762,25789,No,Always On Time,70.9,354.5
Government,Graduate,19.2,4,10031,Mahbubnagar,Own,None,3,55159,43480,Yes,Sometimes Late,40.48,202.4
Gig Worker,Graduate,5.8,0,105307,Jagtial,Rent,Car,3,4869,11590,Yes,Sometimes Late,78.7,393.5
Farmer,Graduate,13.5,4,104678,Warangal,Rent,Car,1,49943,32234,Yes,Sometimes Late,76.92,384.6
Labour,12th,14.4,1,40034,Hyderabad,Own,None,2,40104,29429,Yes,Rarely Paid,58.28,291.4
Self-Employed,Postgraduate,14.7,1,59532,Warangal,Rent,None,1,21407,20917,Yes,Sometimes Late,68.48,342.4
Self-Employed,Postgraduate,2.3,5,92687,Hyderabad,Rent,2W,3,33331,2165,No,Always On Time,53.13,265.65
Government,Graduate,18.0,3,61606,Nizamabad,Rent,None,4,39227,22794,No,Sometimes Late,67.8,339.0
Unemployed,10th,0.8,4,109443,Karimnagar,Family,2W,3,33212,6451,Yes,Always On Time,57.87,289.35
Farmer,Graduate,16.5,3,15822,Mahbubnagar,Own,Car,3,20135,10153,Yes,Regularly Late,42.66,213.3
Gig Worker,Postgraduate,12.4,1,72825,Mahabubabad,Own,Car,4,37285,27503,Yes,Always On Time,71.68,358.4
Trader,10th,16.6,5,12673,Nalgonda,Rent,Car,2,18001,23181,Yes,Rarely Paid,34.57,172.85
Self-Employed,12th,17.7,3,114676,Karimnagar,Family,None,4,48916,38419,Yes,Regularly Late,86.55,432.75
Other,Postgraduate,16.8,2,36195,Siddipet,Own,Car,3,46678,2183,No,Regularly Late,56.63,283.15
Student,Primary,7.8,1,67438,Medchal,Rent,2W,3,43355,36187,No,Rarely Paid,62.09,310.45
Other,Postgraduate,12.0,2,34825,Siddipet,Rent,Car,3,53639,21616,Yes,Rarely Paid,48.75,243.75
Other,10th,11.3,1,50684,Jagtial,Own,None,3,50135,47672,Yes,Always On Time,58.96,294.8
Trader,12th,17.2,5,114946,Adilabad,Family,Car,2,58398,1801,No,Always On Time,79.13,395.65
Private,Primary,16.5,3,37213,Medak,Family,Car,1,36670,20697,Yes,Rarely Paid,53.36,266.8
