employment_type,education_level,job_stability_years,family_dependents,monthly_income,district,house_ownership_status,vehicle_ownership,active_bank_accounts,average_monthly_expenses,existing_emi_burden,emergency_savings_availability,utility_bill_payment_regularity,repayment_percent,final_score
Labour,Primary,13.83,0,40349,Jagtial,Family,2W,3,11077,45935,Yes,Rarely Paid,60.92,284.6
Farmer,Graduate,19.51,0,34076,Kamareddy,Rent,2W,2,11019,18070,Yes,Rarely Paid,66.3,314.5
Unemployed,12th,6.54,1,40727,Mahabubabad,Own,None,1,28930,44233,No,Always On Time,46.84,228.2
Labour,Primary,1.83,3,21724,Nalgonda,Own,Car,4,49641,13708,No,Sometimes Late,23.61,93.05
Gig Worker,10th,7.45,3,104000,Nalgonda,Rent,None,1,20576,23226,No,Sometimes Late,71.17,337.85
Farmer,Postgraduate,14.71,0,18356,Khammam,Rent,None,1,58638,45041,No,Rarely Paid,51.24,253.2
Unemployed,10th,5.55,4,93091,Nalgonda,Rent,2W,4,30999,43145,No,Regularly Late,61.54,284.7
Trader,Graduate,7.56,0,36684,Medchal,Family,Car,1,38048,43912,Yes,Regularly Late,49.68,226.4
Farmer,Postgraduate,7.24,5,15298,Nizamabad,Family,None,1,9642,40472,Yes,Regularly Late,21.84,108.2
Farmer,12th,8.64,4,62534,Adilabad,Own,None,4,32024,18830,Yes,Rarely Paid,50.89,275.45
Trader,Postgraduate,17.29,5,40810,Medchal,Rent,2W,2,57307,47575,No,Sometimes Late,49.67,260.35
Labour,Primary,4.79,3,116268,Mahabubabad,Own,None,1,9356,23528,Yes,Sometimes Late,67.18,324.9
Unemployed,Primary,7.23,4,42339,Medchal,Own,2W,4,12451,4587,No,Always On Time,38.68,188.4
Government,Postgraduate,7.27,3,72508,Hyderabad,Family,None,1,58293,21276,No,Always On Time,57.16,294.8
Unemployed,Postgraduate,18.12,1,53747,Jagtial,Own,2W,3,47959,21915,Yes,Sometimes Late,70.72,373.6
Government,Graduate,8.69,3,100542,Jagtial,Family,Car,2,4085,27883,Yes,Always On Time,73.03,353.15
Labour,Postgraduate,15.07,3,88940,Khammam,Family,Car,1,23329,29120,No,Sometimes Late,77.07,395.35
Gig Worker,Postgraduate,18.55,5,8465,Medchal,Family,Car,4,50306,42908,Yes,Rarely Paid,35.39,162.95
Farmer,12th,3.53,2,59912,Medak,Own,2W,4,35518,37864,Yes,Sometimes Late,48.58,233.9
Trader,Primary,12.26,3,38393,Nalgonda,Rent,Car,2,18650,42627,Yes,Rarely Paid,47.59,250.95
Labour,12th,0.04,3,114656,Nalgonda,Rent,2W,3,24778,17093,No,Regularly Late,60.06,283.3
Government,Postgraduate,17.04,0,30084,Karimnagar,Rent,Car,2,55925,38925,No,Sometimes Late,60.6,312.0
Unemployed,Graduate,11.71,5,40203,Bhadradri Kothagudem,Rent,2W,3,21927,8781,Yes,Rarely Paid,41.0,192.0
Gig Worker,Graduate,15.42,0,35451,Adilabad,Rent,None,1,24994,1066,Yes,Rarely Paid,60.86,293.3
Labour,Graduate,16.85,5,31283,Siddipet,Own,Car,2,58266,27566,No,Regularly Late,44.25,213.25
Gig Worker,12th,15.07,1,32500,Warangal,Own,None,2,48523,5225,No,Sometimes Late,55.52,284.6
Unemployed,Primary,3.38,2,82139,Medak,Family,None,3,21227,33798,No,Sometimes Late,59.47,277.35
Labour,Graduate,16.92,3,16878,Jagtial,Rent,None,3,13239,14578,No,Regularly Late,43.82,220.1
Government,12th,13.97,3,13738,Nalgonda,Family,2W,2,41013,1900,No,Regularly Late,37.82,186.1
Unemployed,Primary,19.55,2,56468,Medchal,Family,None,4,51446,257,Yes,Regularly Late,70.89,355.45
Labour,12th,17.49,2,112619,Mahabubabad,Rent,None,4,27049,38645,Yes,Sometimes Late,89.57,455.85
Government,12th,3.51,2,90404,Medak,Family,None,3,54956,46930,No,Rarely Paid,63.8,339.0
Gig Worker,12th,19.82,4,70797,Mancherial,Family,None,1,35634,34258,Yes,Regularly Late,71.8,371.0
Trader,12th,13.39,0,86728,Warangal,Rent,None,1,11649,126,No,Regularly Late,83.45,405.25
Trader,10th,13.24,3,118613,Nalgonda,Rent,2W,3,56210,13326,No,Always On Time,79.86,409.3
Government,12th,15.94,1,23265,Mahabubabad,Family,2W,2,38461,2404,Yes,Sometimes Late,52.21,243.05
Trader,Primary,11.28,5,108116,Medchal,Own,2W,1,27249,28245,Yes,Rarely Paid,70.25,360.25
Labour,Postgraduate,13.97,5,32230,Karimnagar,Rent,None,3,36858,46478,Yes,Sometimes Late,40.4,195.0
Unemployed,Primary,0.15,3,107512,Siddipet,Own,None,2,28913,49054,Yes,Always On Time,60.22,305.1
Farmer,Graduate,13.83,4,10713,Mahabubabad,Own,None,1,11385,40742,Yes,Sometimes Late,32.77,151.85
Farmer,Graduate,10.83,0,35192,Nizamabad,Rent,Car,1,14709,22944,Yes,Sometimes Late,53.84,263.2
Gig Worker,Primary,9.59,1,107646,Medchal,Family,Car,3,29912,21130,Yes,Rarely Paid,81.05,428.25
Farmer,10th,12.59,2,14412,Kamareddy,Own,Car,2,15118,38756,Yes,Sometimes Late,39.42,196.1
Government,12th,14.48,0,62042,Warangal,Family,Car,1,22403,47533,Yes,Sometimes Late,72.74,377.7
Unemployed,Graduate,13.5,2,29728,Warangal,Rent,None,1,48293,39674,No,Sometimes Late,48.45,240.25
Unemployed,Postgraduate,8.18,5,32341,Rangareddy,Rent,None,4,31071,25603,Yes,Regularly Late,31.77,146.85
Farmer,Primary,11.58,0,63050,Rangareddy,Own,2W,2,8755,42452,Yes,Rarely Paid,68.89,344.45
Farmer,Graduate,1.52,5,30499,Mahabubabad,Family,2W,3,31982,14717,No,Always On Time,20.86,116.3
Government,Postgraduate,6.38,4,17532,Karimnagar,Rent,Car,2,22505,13704,Yes,Regularly Late,25.0,122.0
Unemployed,Graduate,5.85,3,59120,Jagtial,Family,2W,1,8351,38989,Yes,Regularly Late,48.33,237.65
Unemployed,Postgraduate,4.12,5,61888,Mahabubabad,Own,2W,1,58090,4208,Yes,Always On Time,40.46,224.3
Farmer,Postgraduate,9.63,3,85547,Khammam,Family,Car,4,22250,47880,No,Sometimes Late,67.22,329.1
Labour,Primary,5.25,3,41470,Mahabubabad,Family,Car,4,8033,13460,Yes,Sometimes Late,38.61,213.05
Farmer,Primary,16.04,0,90133,Hyderabad,Family,2W,3,26290,1204,No,Rarely Paid,89.13,422.65
Government,10th,14.82,3,74601,Karimnagar,Family,2W,4,16848,24760,No,Sometimes Late,69.53,363.65
Gig Worker,Postgraduate,1.8,4,51899,Bhadradri Kothagudem,Own,None,2,17429,11819,No,Sometimes Late,35.32,169.6
Labour,Graduate,16.05,0,38612,Kamareddy,Family,2W,2,8479,28029,Yes,Always On Time,63.38,299.9
Labour,12th,12.83,5,49629,Adilabad,Rent,None,3,22860,47764,Yes,Always On Time,47.39,238.95
Farmer,Graduate,18.64,1,39751,Khammam,Family,2W,4,28893,28630,No,Regularly Late,64.5,316.5
Government,Primary,2.03,0,85917,Jagtial,Rent,2W,3,30762,42715,Yes,Sometimes Late,66.0,349.0
Unemployed,12th,0.93,2,47820,Mancherial,Own,Car,3,44505,1908,Yes,Always On Time,38.64,174.2
Unemployed,Graduate,8.18,3,35904,Khammam,Rent,None,4,41308,41409,Yes,Always On Time,40.22,189.1
Government,Primary,13.87,2,86887,Kamareddy,Family,None,3,20909,13761,Yes,Regularly Late,77.58,370.9
Government,Postgraduate,9.08,5,16331,Khammam,Family,None,2,10140,27355,Yes,Rarely Paid,25.12,118.6
Trader,Primary,14.74,1,66632,Khammam,Own,None,4,30094,2673,Yes,Always On Time,72.09,381.45
Farmer,12th,13.84,4,82201,Nizamabad,Rent,None,1,54313,41966,No,Always On Time,68.53,330.65
Government,Primary,16.25,3,53643,Medchal,Own,None,1,22216,15133,No,Sometimes Late,61.2,318.0
Unemployed,12th,0.3,4,74813,Medak,Family,2W,4,7066,48048,Yes,Sometimes Late,44.52,232.6
Trader,12th,1.75,0,73713,Kamareddy,Rent,None,2,13852,579,Yes,Always On Time,59.48,311.4
Farmer,Postgraduate,19.9,1,53945,Khammam,Own,2W,3,12244,45919,Yes,Always On Time,73.49,358.45
Gig Worker,12th,17.17,5,113958,Hyderabad,Rent,None,1,43117,3220,Yes,Always On Time,79.09,399.45
Government,10th,3.48,5,72249,Nalgonda,Family,None,4,25265,41588,Yes,Sometimes Late,44.68,206.4
Gig Worker,Postgraduate,3.5,1,101747,Jagtial,Family,None,4,18821,9327,No,Sometimes Late,71.92,366.6
Unemployed,Graduate,10.47,4,13842,Jagtial,Family,Car,2,17281,49044,No,Regularly Late,29.29,145.45
Unemployed,Postgraduate,18.27,2,16440,Medak,Own,None,3,49264,42516,No,Sometimes Late,48.96,232.8
Gig Worker,Graduate,11.38,5,112434,Jagtial,Rent,Car,1,55927,26,Yes,Sometimes Late,70.4,337.0
Trader,Postgraduate,11.88,3,42080,Mancherial,Rent,Car,2,15918,33632,Yes,Rarely Paid,48.86,253.3
Government,12th,9.24,1,104189,Rangareddy,Family,2W,4,7969,1690,Yes,Always On Time,80.53,417.65
Gig Worker,Graduate,18.76,3,110024,Bhadradri Kothagudem,Family,Car,3,55076,37084,Yes,Always On Time,88.14,428.7
Labour,Primary,13.69,5,90876,Karimnagar,Own,2W,1,8509,8981,Yes,Always On Time,69.31,350.55
Farmer,Primary,5.68,1,104585,Medak,Rent,Car,1,20019,2361,Yes,Regularly Late,75.19,390.95
Gig Worker,Primary,9.62,4,40998,Nizamabad,Rent,2W,1,46805,26290,No,Always On Time,41.6,186.0
Labour,Primary,7.42,5,77216,Bhadradri Kothagudem,Family,2W,2,33076,1932,Yes,Rarely Paid,53.07,243.35
Gig Worker,Primary,15.64,4,55069,Rangareddy,Own,2W,3,4372,4183,No,Regularly Late,57.66,290.3
Unemployed,Primary,13.56,2,59495,Siddipet,Rent,2W,3,25233,37076,Yes,Always On Time,63.42,299.1
Gig Worker,10th,1.85,1,34185,Warangal,Rent,Car,3,21346,27214,No,Sometimes Late,36.53,158.65
Labour,Primary,4.04,3,33119,Nalgonda,Family,None,3,44016,954,Yes,Regularly Late,32.62,178.1
Government,12th,10.03,4,91178,Mahbubnagar,Own,None,3,4647,32277,Yes,Regularly Late,67.3,356.5
Labour,10th,6.08,0,52149,Mahabubabad,Rent,None,4,18337,40488,No,Sometimes Late,55.19,271.95
Government,Graduate,14.45,2,59302,Rangareddy,Own,Car,4,58212,27747,Yes,Regularly Late,64.66,338.3
Unemployed,Graduate,14.13,0,21101,Warangal,Rent,2W,4,48094,41470,Yes,Regularly Late,51.75,248.75
Labour,10th,2.55,2,25400,Bhadradri Kothagudem,Rent,2W,4,9048,37039,Yes,Rarely Paid,29.86,152.3
Farmer,Primary,17.94,1,105406,Hyderabad,Family,None,2,30743,13542,No,Sometimes Late,93.58,490.9
Unemployed,Primary,5.22,1,9744,Siddipet,Family,None,4,43436,25683,No,Sometimes Late,29.37,168.85
Farmer,10th,19.7,5,79470,Mancherial,Own,2W,1,36816,47810,Yes,Regularly Late,72.62,367.1
Gig Worker,Primary,5.18,2,112820,Warangal,Rent,2W,1,15526,35983,No,Always On Time,71.1,341.5
Labour,12th,5.29,1,114092,Khammam,Rent,None,2,54884,17878,Yes,Sometimes Late,74.6,382.0
Labour,10th,19.56,2,90578,Hyderabad,Family,None,1,20434,27452,Yes,Always On Time,87.96,424.8
Labour,12th,17.82,1,101141,Nizamabad,Family,Car,3,50608,37112,No,Sometimes Late,93.4,487.0
Gig Worker,12th,13.82,5,48311,Rangareddy,Own,Car,4,30550,45923,No,Rarely Paid,48.22,265.1
Labour,12th,11.18,2,14008,Bhadradri Kothagudem,Rent,2W,4,33162,49028,Yes,Rarely Paid,37.11,180.55
Farmer,10th,0.76,0,105150,Hyderabad,Family,2W,3,8623,20474,No,Sometimes Late,71.14,350.7
Gig Worker,Graduate,10.72,5,48717,Warangal,Own,2W,1,39406,25098,No,Always On Time,43.77,197.85
Trader,Primary,0.8,5,32954,Medak,Own,2W,2,10862,44515,No,Regularly Late,21.01,127.05
Farmer,12th,7.35,0,35151,Nizamabad,Family,None,1,49140,23117,Yes,Rarely Paid,48.6,237.0
Government,10th,10.72,1,105348,Medchal,Rent,None,2,37627,13251,Yes,Rarely Paid,82.75,424.75
Farmer,Primary,16.8,3,29701,Bhadradri Kothagudem,Own,Car,1,14278,6347,Yes,Regularly Late,50.05,227.25
Farmer,Graduate,6.61,4,105893,Mahbubnagar,Own,Car,2,40039,12794,No,Always On Time,66.58,350.9
Labour,Graduate,13.53,5,108646,Medak,Family,Car,1,46302,44468,No,Rarely Paid,73.63,375.15
Trader,Graduate,18.79,2,29477,Kamareddy,Own,Car,1,8969,31770,No,Rarely Paid,56.26,264.3
Gig Worker,10th,10.87,1,47750,Medchal,Rent,Car,1,18492,23086,Yes,Always On Time,56.85,267.25
Labour,10th,12.35,5,96559,Hyderabad,Rent,Car,2,15352,9448,No,Always On Time,70.14,328.7
Trader,Graduate,13.27,2,91856,Hyderabad,Rent,Car,3,27200,39734,Yes,Sometimes Late,79.17,404.85
Government,Graduate,4.19,1,79629,Rangareddy,Own,Car,3,50030,46338,Yes,Always On Time,62.77,304.85
Labour,12th,19.59,3,38363,Jagtial,Rent,None,2,55516,46247,No,Rarely Paid,58.57,300.85
Trader,Graduate,6.81,4,105103,Kamareddy,Family,Car,2,35165,42228,No,Sometimes Late,66.88,332.4
Labour,Primary,3.6,5,50112,Mancherial,Rent,None,1,58656,34416,Yes,Regularly Late,33.79,174.95
Labour,12th,11.9,2,38825,Rangareddy,Rent,2W,2,56912,5036,Yes,Sometimes Late,50.6,228.0
Government,10th,7.06,5,101240,Mancherial,Rent,None,4,32049,10367,Yes,Always On Time,63.92,301.6
Farmer,Postgraduate,19.64,1,83411,Karimnagar,Family,Car,4,27260,21052,Yes,Regularly Late,87.83,458.15
Labour,12th,12.97,2,14435,Hyderabad,Own,Car,1,30763,29039,Yes,Always On Time,40.01,197.05
Unemployed,Graduate,8.0,1,112152,Khammam,Rent,2W,3,5459,35463,No,Sometimes Late,78.67,414.35
Labour,10th,12.37,1,118532,Mahbubnagar,Family,None,3,35034,47512,No,Sometimes Late,85.22,440.1
Gig Worker,Graduate,1.69,1,85713,Nizamabad,Own,None,2,13544,42279,No,Regularly Late,62.06,296.3
Government,12th,13.56,3,39906,Medchal,Rent,2W,3,3470,2853,No,Regularly Late,50.29,237.45
Trader,Primary,14.74,4,41177,Mahabubabad,Rent,2W,1,55526,47876,Yes,Always On Time,49.37,266.85
Government,10th,18.32,4,50467,Mahbubnagar,Rent,2W,4,29191,17199,Yes,Always On Time,59.38,317.9
Government,Primary,2.74,2,60656,Jagtial,Family,None,4,21128,18987,Yes,Regularly Late,47.77,227.85
Unemployed,12th,13.86,2,82277,Adilabad,Own,Car,2,57505,29834,Yes,Always On Time,75.26,391.3
Farmer,Graduate,14.8,3,88411,Bhadradri Kothagudem,Rent,None,4,43870,511,No,Rarely Paid,76.41,375.05
Trader,12th,6.51,0,42755,Siddipet,Family,Car,2,48616,21036,Yes,Always On Time,51.14,255.7
Trader,Graduate,16.86,2,57201,Karimnagar,Rent,Car,3,47934,20918,Yes,Sometimes Late,67.22,339.1
Unemployed,12th,9.62,1,117351,Nizamabad,Family,Car,1,29738,22117,Yes,Rarely Paid,81.1,401.5
Government,Graduate,11.39,5,24317,Medchal,Family,None,2,38719,12636,Yes,Sometimes Late,32.58,176.9
Farmer,Graduate,7.87,5,118687,Nalgonda,Family,None,4,15573,40137,Yes,Always On Time,65.14,320.7
Trader,Graduate,19.5,0,11849,Adilabad,Rent,None,4,8895,19941,Yes,Rarely Paid,55.17,287.85
Trader,12th,14.59,0,113729,Rangareddy,Rent,Car,4,32778,39466,No,Rarely Paid,91.88,453.4
Trader,Primary,12.16,4,117976,Hyderabad,Family,Car,1,50124,15857,Yes,Regularly Late,74.91,377.55
Government,Graduate,9.79,0,20538,Rangareddy,Rent,2W,1,39114,6795,Yes,Regularly Late,44.95,202.75
Unemployed,12th,6.05,0,106078,Nizamabad,Own,2W,4,49138,31907,No,Sometimes Late,79.08,376.4
Trader,Graduate,1.12,0,24700,Adilabad,Family,2W,3,12338,44416,No,Rarely Paid,34.03,172.15
Government,Postgraduate,13.92,4,87269,Khammam,Own,Car,3,56188,6732,No,Always On Time,71.18,357.9
Trader,12th,16.21,0,24184,Jagtial,Family,2W,3,54950,22621,Yes,Always On Time,56.41,260.05
Gig Worker,12th,5.23,3,65120,Mahbubnagar,Family,2W,1,57392,6385,No,Always On Time,50.41,248.05
Trader,Postgraduate,9.91,3,64826,Hyderabad,Family,None,1,36250,16797,Yes,Always On Time,57.28,272.4
Unemployed,10th,12.49,3,92815,Jagtial,Own,None,3,58282,41174,No,Regularly Late,75.14,394.7
Unemployed,10th,0.93,2,62026,Khammam,Family,2W,3,19664,27685,No,Sometimes Late,45.74,205.7
Unemployed,Graduate,15.26,0,108122,Karimnagar,Rent,None,2,38045,13698,No,Rarely Paid,92.89,460.45
Government,12th,8.45,3,71586,Medchal,Own,None,1,41326,28441,No,Regularly Late,58.47,310.35
Labour,Graduate,17.72,1,41307,Mahabubabad,Family,2W,1,43447,7669,No,Sometimes Late,63.9,295.5
Labour,Primary,3.01,1,77685,Siddipet,Own,2W,4,49281,11464,No,Always On Time,60.02,298.1
Farmer,Primary,7.75,2,78821,Nalgonda,Rent,Car,3,3979,9683,No,Regularly Late,64.37,329.85
Farmer,12th,0.97,0,65334,Jagtial,Family,2W,4,5290,24977,No,Rarely Paid,54.12,271.6
Farmer,Postgraduate,10.94,1,64640,Bhadradri Kothagudem,Own,Car,1,19237,10867,Yes,Always On Time,65.4,342.0
Gig Worker,12th,19.74,4,99215,Nizamabad,Family,None,1,40997,18680,No,Always On Time,85.88,404.4
Government,10th,16.46,2,20276,Rangareddy,Family,2W,3,3441,34518,No,Regularly Late,48.16,222.8
Unemployed,Postgraduate,19.84,3,49164,Medchal,Family,None,3,17810,3587,No,Sometimes Late,64.34,318.7
Farmer,Primary,5.35,1,20037,Bhadradri Kothagudem,Own,None,2,39935,217,No,Sometimes Late,34.71,185.55
Farmer,12th,4.7,2,55130,Bhadradri Kothagudem,Own,None,3,17800,36411,Yes,Regularly Late,47.95,219.75
Farmer,Graduate,0.97,0,65457,Mahabubabad,Family,2W,4,3444,17368,Yes,Regularly Late,54.18,266.9
Trader,12th,8.89,5,90902,Mancherial,Family,Car,1,32594,10548,No,Always On Time,62.12,309.6
Labour,Graduate,5.84,2,11667,Mancherial,Own,None,1,58763,15916,Yes,Always On Time,27.93,131.65
Labour,Postgraduate,5.88,1,113230,Warangal,Own,Car,1,55096,7468,Yes,Always On Time,75.49,368.45
Trader,Graduate,18.01,5,67231,Medak,Rent,None,2,20662,29670,No,Always On Time,63.96,305.8
Gig Worker,10th,8.34,5,80628,Kamareddy,Family,2W,2,3890,28742,No,Always On Time,56.16,260.8
Farmer,10th,12.21,4,47689,Jagtial,Own,None,1,9201,13351,Yes,Always On Time,48.83,244.15
Gig Worker,Postgraduate,0.98,3,8547,Bhadradri Kothagudem,Rent,2W,1,39909,43191,Yes,Always On Time,15.74,79.7
Gig Worker,12th,15.01,3,105374,Medchal,Rent,2W,4,17714,27396,No,Regularly Late,82.52,394.6
Government,Postgraduate,7.15,4,63663,Medchal,Own,Car,2,48627,19367,Yes,Always On Time,49.22,239.1
Gig Worker,Graduate,19.46,4,61171,Siddipet,Rent,None,2,30450,39923,No,Always On Time,66.44,348.2
Government,12th,18.61,2,108503,Mahabubabad,Family,Car,4,21484,19594,Yes,Always On Time,91.25,431.25
Unemployed,12th,8.76,2,113782,Rangareddy,Family,2W,2,16276,32353,Yes,Regularly Late,76.47,385.35
Unemployed,10th,11.94,5,17023,Kamareddy,Own,None,4,58360,38396,No,Sometimes Late,29.75,167.75
Trader,12th,13.18,1,50780,Bhadradri Kothagudem,Rent,Car,2,24592,24132,No,Rarely Paid,61.83,332.15
Government,Primary,15.28,2,33256,Karimnagar,Own,Car,3,54131,10967,Yes,Regularly Late,52.88,273.4
Unemployed,10th,8.89,2,65109,Karimnagar,Rent,Car,1,26444,7971,Yes,Rarely Paid,59.22,310.1
Labour,Primary,0.89,1,11544,Medchal,Own,None,2,44003,29393,No,Sometimes Late,23.77,106.85
Unemployed,Postgraduate,12.69,5,39381,Kamareddy,Own,Car,3,8277,20256,No,Regularly Late,42.06,219.3
Government,12th,10.07,3,119915,Warangal,Family,None,4,54633,32003,No,Sometimes Late,75.11,397.55
Government,10th,17.74,3,86824,Rangareddy,Family,None,3,39161,24569,Yes,Rarely Paid,80.02,419.1
Gig Worker,12th,1.47,0,23708,Hyderabad,Rent,None,1,16456,25541,Yes,Rarely Paid,34.06,164.3
Trader,Primary,17.7,1,95031,Rangareddy,Own,None,2,5412,15773,No,Regularly Late,90.73,476.65
Trader,10th,1.35,2,8961,Nalgonda,Family,None,1,51956,27534,Yes,Sometimes Late,19.84,86.2
Trader,Primary,16.64,0,23369,Rangareddy,Own,Car,2,15652,13015,No,Sometimes Late,56.64,295.2
Farmer,Primary,8.83,1,16860,Hyderabad,Family,None,3,55303,29504,Yes,Always On Time,38.34,214.7
Gig Worker,10th,19.01,1,57329,Siddipet,Own,None,4,41396,4944,No,Rarely Paid,73.85,389.25
Government,Primary,3.17,4,73164,Mancherial,Own,Car,2,41834,16060,No,Sometimes Late,48.0,263.0
Government,Graduate,18.13,3,99659,Siddipet,Own,None,4,55349,47712,Yes,Always On Time,87.02,417.1
Government,10th,7.02,5,79084,Mancherial,Own,Car,3,27398,15309,No,Rarely Paid,53.41,284.05
Gig Worker,Primary,7.17,4,42562,Jagtial,Own,Car,4,14056,42768,No,Regularly Late,38.7,187.5
Trader,Graduate,7.82,2,31781,Medak,Own,2W,4,39018,15655,Yes,Sometimes Late,40.95,211.75
Gig Worker,Graduate,19.39,0,96575,Siddipet,Own,Car,4,59642,21184,Yes,Rarely Paid,97.37,486.85
Gig Worker,10th,6.02,5,100186,Bhadradri Kothagudem,Family,Car,3,28975,43097,Yes,Regularly Late,62.36,324.8
Gig Worker,Graduate,1.38,5,95204,Khammam,Rent,2W,2,38890,25019,No,Always On Time,53.01,260.05
Government,Postgraduate,17.91,4,12729,Warangal,Own,Car,3,16581,45391,No,Regularly Late,39.9,222.5
Government,Primary,4.36,5,50129,Bhadradri Kothagudem,Family,None,2,59163,13031,No,Rarely Paid,34.94,190.7
Unemployed,Postgraduate,7.47,0,12896,Karimnagar,Family,None,3,45137,11236,Yes,Rarely Paid,37.65,205.25
Unemployed,12th,17.0,1,20626,Warangal,Own,None,3,43201,18964,No,Sometimes Late,52.48,277.4
Government,12th,14.85,3,34364,Rangareddy,Rent,None,1,11230,17378,No,Regularly Late,49.46,230.3
Government,12th,18.56,4,77461,Warangal,Own,2W,1,56078,17318,No,Rarely Paid,73.24,364.2
Farmer,12th,5.25,2,23701,Hyderabad,Own,2W,3,26051,7600,No,Sometimes Late,33.06,176.3
Trader,12th,14.15,0,26757,Bhadradri Kothagudem,Family,2W,3,8916,44005,Yes,Always On Time,54.6,296.0
Unemployed,10th,12.74,4,59949,Hyderabad,Own,None,1,34213,38376,No,Always On Time,55.75,293.75
Unemployed,10th,8.13,0,22697,Hyderabad,Family,2W,3,13728,24892,Yes,Sometimes Late,43.54,208.7
Government,Graduate,9.77,3,64069,Adilabad,Rent,Car,3,21750,30240,No,Sometimes Late,56.69,281.45
Labour,Graduate,4.3,5,96110,Adilabad,Family,Car,2,38664,17871,Yes,Rarely Paid,57.84,284.2
Farmer,Graduate,1.87,3,28970,Khammam,Rent,2W,1,21091,5712,No,Rarely Paid,27.29,149.45
Trader,12th,16.21,0,103316,Mahbubnagar,Family,Car,3,52206,39932,No,Rarely Paid,94.31,486.55
Government,Primary,2.02,3,65156,Nalgonda,Family,2W,2,11399,20697,No,Rarely Paid,45.61,241.05
Gig Worker,12th,9.75,5,51222,Hyderabad,Family,None,1,55354,11459,Yes,Regularly Late,43.57,204.85
Labour,10th,7.73,2,41326,Siddipet,Family,None,2,27565,36123,Yes,Regularly Late,45.59,212.95
Government,Primary,19.74,3,42048,Khammam,Rent,Car,1,22906,27910,No,Rarely Paid,60.63,323.15
Government,10th,8.83,0,87793,Adilabad,Family,Car,2,56094,21373,No,Always On Time,77.14,378.7
Labour,Postgraduate,11.05,5,13415,Medchal,Own,Car,2,14790,36769,Yes,Sometimes Late,26.62,118.1
Farmer,10th,6.88,0,68552,Rangareddy,Own,None,4,14432,6336,No,Rarely Paid,64.6,310.0
Labour,12th,17.6,2,70287,Warangal,Family,Car,3,20999,29262,Yes,Regularly Late,74.88,394.4
Farmer,Primary,13.02,1,77008,Jagtial,Own,Car,1,53918,42229,Yes,Always On Time,74.7,392.5
Trader,12th,16.18,0,49560,Kamareddy,Own,2W,1,7663,22742,No,Regularly Late,69.05,320.25
Unemployed,Postgraduate,3.55,3,88291,Karimnagar,Family,Car,1,57037,7023,Yes,Regularly Late,59.47,311.35
Labour,10th,3.74,2,96248,Nalgonda,Family,Car,4,18807,47826,No,Regularly Late,67.07,353.35
Gig Worker,Primary,13.37,0,18507,Bhadradri Kothagudem,Own,Car,3,20517,8084,No,Rarely Paid,49.31,239.55
Unemployed,12th,18.08,1,68901,Medchal,Rent,2W,1,50195,16750,No,Rarely Paid,78.24,377.2
Trader,10th,7.28,5,97946,Kamareddy,Family,None,4,12338,38877,No,Always On Time,63.23,298.15
Trader,12th,18.03,2,16466,Khammam,Own,Car,1,51720,29748,No,Regularly Late,48.61,225.05
Labour,10th,5.2,3,69840,Bhadradri Kothagudem,Rent,2W,3,48617,31440,Yes,Rarely Paid,52.72,282.6
Government,Graduate,9.89,0,46497,Rangareddy,Family,None,4,26359,39105,No,Always On Time,58.08,276.4
Gig Worker,Graduate,18.92,0,115806,Jagtial,Rent,None,2,52228,40740,Yes,Rarely Paid,98.38,500.0
Labour,Primary,8.19,5,101244,Medak,Rent,Car,4,43037,39269,Yes,Always On Time,65.62,335.1
Government,12th,2.01,4,72839,Hyderabad,Own,2W,2,25477,32377,Yes,Sometimes Late,46.1,249.5
Trader,12th,9.28,4,86732,Nalgonda,Rent,Car,1,4959,31382,No,Sometimes Late,63.95,319.75
Labour,12th,12.05,4,56669,Nizamabad,Family,Car,2,58553,3593,Yes,Regularly Late,53.08,278.4
Gig Worker,Primary,18.2,3,88576,Medchal,Rent,2W,2,44155,29147,Yes,Rarely Paid,81.59,409.95
Government,Graduate,15.4,2,56486,Medchal,Own,None,3,30347,34824,Yes,Rarely Paid,64.68,302.4
Unemployed,10th,10.3,5,16456,Nizamabad,Rent,2W,4,5436,24579,Yes,Always On Time,27.01,117.05
Unemployed,12th,12.31,1,118576,Rangareddy,Rent,2W,3,38872,5411,Yes,Always On Time,85.13,424.65
Unemployed,Postgraduate,5.56,5,78505,Kamareddy,Rent,2W,2,12811,24670,Yes,Always On Time,50.93,255.65
Gig Worker,Primary,9.18,0,72671,Karimnagar,Family,None,1,30596,15711,No,Sometimes Late,70.11,370.55
